SMILES,Homo-lumo gap (ev),Lumo(ev),Wavelength(nm)
C[C@H]([C@]1(COCO1)C)O,8.0626193,1.3768766,172.77
CCCC=C1CCCCC1=O,4.90913651,-1.42504007,373.67
C/C(=C/F)/F,6.95894114,0.27972908,174.3
C/C(=C/F)/[O-],5.75975237,7.32656175,256.45
C=C/C=C/CCCC(CO)O,5.58560197,-0.26966101,212.34
C12=C(C1=O)OOC2=O,5.03240234,-3.55457293,328.75
C12C(O1)C(=O)C2=O,3.43647719,-4.06586762,641.55
C[C@H]([C@H]([C@]1(CO1)C)O)O,7.92357109,1.36408743,181.68
C[C@H](C=C)[C@H](CC#C)O,7.44166428,0.56217926,184.64
C([C@H]1[C@H](O1)CO)O,8.16302789,1.34177441,180.13
CCCOC1CCCCCC1O,7.99758501,1.45170685,179.76
CC/C=C/OCCOC(OC)OC,6.72274966,0.94531014,184.65
C[C@@H]([C@](C)(CCO)CO)O,8.1115991,1.41660466,177.86
C1[C@@H](OO1)CO,6.9251995,1.06041267,224.28
C=C[C@H]([C@H](CCO)CO)O,6.78043698,0.18612324,210.01
C[C@H]([C@](C)(CC=C)F)O,7.26887443,0.39156629,179.3
C1[C@H]2[C@H](COCO1)OCO2,8.78071759,1.80300086,159.33
C[C@@H](/C=C/CO)OC,6.69445022,0.30802852,206.79
C1[C@@H]2[C@@H](O2)C(=O)O1,6.23512854,-1.25088967,276.66
C[C@@H](C#CC(C)C)O,7.89336688,1.09306587,192.4
C[C@@H](/C=C/[C@H](C)O)O,6.55975577,0.04680292,209.44
C[C@H](C#C[C@H](CCO)O)O,7.6218011,0.59537668,198.57
C([C]F)COC(=O)[O-],1.02939213,0.82939128,1778.75
C[C@H]([C@@H]1CC1(C)C)O,8.35785865,1.63157156,174.13
C[C@H]([C@H]1[C@@H](O1)C(C)C)O,8.3782669,1.551027,173.37
C(O/C=C/F)O/C=C/F,6.92329473,0.41469564,195.67
C/C/1=C/CCCCCCC1OC,6.50098001,0.56190715,198.42
C12COOC3C1CC2C3O,7.94397934,1.52136701,184.38
CC[C@@H]([C@@H]1CCC=CC1)O,7.14370383,0.72435682,176.06
C/C(=C/F)/C=O,4.79593875,-2.05034885,399.8
C12=C[C@@H]2COC1=O,4.25607251,-2.65878681,350.87
C=C/C=C/CCCCCC#C,5.24818557,-0.67102326,235.25
C/C(=C/O)/C=O,5.00328657,-1.75157207,354.1
C/C(=C/F)/F,7.25499682,0.47945782,169.29
C([C@H]1[C@@H](O1)CO)O,8.39105607,1.37442761,171.54
C/C(=C/F)/[O-],5.75948026,7.32656175,256.47
CC[C@]12[C@@H](CCCC[C@@H]1O2)O,7.84438708,1.42476796,182.26
C/C(=C/F)/[O-],5.75975237,7.32656175,256.46
C[C@@H](/[C@H]([C@@H](C)O)O)O,8.48683879,1.56871415,170.12
C=C[C@@]12C=CC[C@H]1COC2=O,6.24057074,-0.6585062,262.12
C1[C@H]([C@H]1F)C(=O)O,6.78996083,-0.54013835,251.58
C[C@@H](/[C@H]([C@H]1CO1)O)O,8.32003536,1.41415567,174.13
C/C(=C/F)/F,6.95948536,0.27972908,174.31
C([C@@H]1O[C@H](OO1)O)O,8.01227895,0.77714616,184.8
C12=C(C1=O)OOC2=O,5.03294656,-3.5537566,328.68
C([C@H]1OC=C[C@@H]1O)O,6.66261335,0.53360771,197.56
C/C(=C/[C]O)[O+][C],1.39293109,-9.91813739,3166.77
C[C@@H](/[C@H]([C@H](C)O)O)O,7.70288988,1.03891598,182.71
C=C[C@@]12[C@H](CCCO1)C=C2,5.96029744,-0.32299457,249.37
C[C@@H](C=C)[C@H]1C(OCC1=C)O,6.59404163,0.09415006,200.92
C/C(=C/O)/O,6.01417522,1.02803158,254.15
C[C@@H](CCCCO)CCCC(=O)O,6.52683046,-0.47292718,248.66
C/C(=C/C#C)/C=O,4.67702668,-2.29279886,398.27
C[C@H](C[C@H]1CCCO1)O,7.99268703,1.56245562,173.08
C[C@H]([C@H]([C@@H](CCO)O)O)O,7.39622191,0.78041148,195.01
CC/C/1=C/CCCCCC1,6.65227317,0.68462876,187.96
C[C@H](C[C@@H]1CCCO1)O,8.41853918,1.83238874,169.92
C/C(=C/F)/C=O,4.79566664,-2.05062096,399.82
C1[C@H](C#C[C@H]1O)O,4.45797813,-2.21579173,333.94
C1[C@@H]2[C@@](O2)(CO1)O,8.3184027,1.21823647,166.82
C[C@H](C[C@@H]([C@H](C=C)O)O)O,7.20901023,0.37850501,200.85
C[C@H](C[C@@](C)(CO)O)O,8.07051049,1.27320269,177.07
C(=O)[C@H]([C@H](CO)O)O,5.70043239,-1.34286285,317.67
C[C@@H](C1C=CC=C1)O,5.60192857,-0.35183823,235.67
C/C(=C/C(F)F)/F,6.72628709,-0.54585266,179.13
C[C@@H]([C@H](/C=C/CO)O)O,6.77798799,0.09687116,204.67
C([C@@H]([C@H]=CC=O)O)O,4.95267411,-1.97034851,374.04
C([C@@](=O)[C@H](CO)O)O,5.35322003,-1.28354287,334.96
C([C@H]1C[C@H](O1)CO)O,7.8177203,1.30150213,182.41
C[C@H]([C@H]1[C@H]([C@H](CO1)O)O)O,7.39268448,0.5306145,197.6
C[C@@H](/C=C/[C@H](C)O)O,6.93934922,0.108844,205.68
C[C@@H](/C=C/[C@@H]1CC1=C)O,6.70778361,0.05251723,214.38
C/C(=C/OO)/C(=O)O,5.2136276,-1.41279512,290.07
C/C(=C/F)/CF,6.59159264,-0.23755203,184.4
C[C@@H](/[C@H]([C@@H]=C)OC=O)O,6.45526553,-0.76490121,247.48
C[C@@H](/[C@H](CC=C)O)O,7.22969059,0.55211119,192.69
C([C@@H]([C@H](CO)O)O)O,7.4449296,0.58149907,197.28
C12=C[C@@H]1C(=O)[C@@H](C2)O,4.18178648,-1.49225124,439.41
C/C(=C/C#C)/C=O,4.61879514,-2.32817316,398.77
C[C@H]([C@H](C)[C@H](C)O)CO,8.39785882,1.43592447,173.62
C1[C@H]([C@@H]1O)CO,7.80601957,1.44463199,180.5
C[C@H](C1=CCCC1)C(=O)O,5.93308644,-0.41170243,256.55
C/C(=C/O)/COO,6.58723888,0.72843847,214.7
C([C@@H]([C@@H](C(=O)O)O)O)O,5.74124889,-1.30721644,261.71
C12[C@@H](C(C1=O)O)CO2,4.51593756,-2.08109728,411.4
C/C(=C/C#C)/C=O,4.61879514,-2.32817316,398.74
C([C@@H]([C@@H](C=O)O)O)O,5.60845921,-1.17633153,327.07
C/C(=C/OO)/C(=O)[O-],3.49307607,3.94994876,522.82
C(C(C(CO)O)O)O,7.39295659,0.92653455,196.73
C[C@H](C(OC)OC)OC(=O)O,7.21826197,-0.08054456,219.19
C=C1C2CCC3C2CCC31,7.02397543,0.74884672,177.03
C/C(=C/O)/C(=O)O,5.49961521,-1.08816789,278.87
C[C@H]([C@](C)(CC=C)O)O,7.32057533,0.61850603,185.48
C([C@H]([C@@H](CO)O)O)O,7.80846856,1.08326991,184.74
C[C@@H](C/C=C/C=C/C=C)O,4.50940692,-0.89551401,268.61
C/C(=C/F)/C(C)(F)F,6.69689921,-0.3591852,180.09
C/C(=C/OC)/OC,6.05961759,1.2163317,211.96
C1C(=O)C(=O)OC1=O,4.14341897,-4.2285894,481.36
CCC1CC2CCC1(C=C2)C,7.15540456,0.75564947,172.71
C([C@@H]1[C@@H](C1(F)F)CO)O,8.27159978,1.32898524,176.52
C/C(=C/OO)/OC,6.095264,0.78830267,244.47
C1[C@H](O1)CC(=O)[O-],5.49879888,5.90233801,297.86
C1[C@@H]([C@@](CO1)(O)F)O,8.01010207,0.90041199,176.34
C/C(=C/OC=O)/C=O,4.58369295,-2.23429521,412.91
CCCCOC(C)COC(C)C,8.62724755,2.16191395,161.98
C12=CC=CC=C1C=CO2,5.36682553,-0.52653285,242.3
C[C@@H](/[C@H](C[C@H](C)O)O)O,7.79268618,1.49279546,184.01
C[C@H](CO)[C@@H](C(C)C)O,8.35731443,1.41742099,173.08
CC/C=C/CO[C@@H](C)C[C@H](C)O,6.6803005,0.3891173,200.99
C([C]F)CCCC(=O)O,3.57470907,-2.52137126,611.15
C/C(=C/[C]O)/C(=O)O,3.64300868,-2.01687932,496.55
C[C@H](C1[C@@H]2CC[C@H]1C2)O,8.59241747,1.57061892,173.23
C[C@@H]([C@@](C)(C=C)O)O,7.04275102,0.19918452,202.9
C[C@@H](/[C@H]([C@@H]1O)OCO1)O,8.38343699,1.30912121,169.43
C[C@H]([C@]12CCCC[C@H]1O2)O,8.22180365,1.39347531,174.91
C=C[C@H]1[C@@H]2COC[C@@H]2[C@H]1C=C,6.60383759,0.07537447,208.97
C[C@H]([C@]12CCCC[C@H]1O2)O,8.60439031,1.63510899,166.26
C1[C@@H]2C=C[C@H]([C@H]1O)O2,6.81798816,0.13415023,215.6
C1[C@H](C2CC1C2)O,8.50398172,1.63347633,173.26
C[C@@H]([C@H]1C[C@H](C(O1)O)O)O,7.4857461,0.90122832,187.76
C[C@@H]([C@H]1[C@@H](O1)C(C)C)O,8.2830284,1.41633255,176.41
C/C(=C/C=O)/C(=O)C,4.29498424,-2.55320813,405.52
C[C@@H]([C@H]1C(O1)(C)C)OC,8.62833599,2.03320592,164.86
CC/C/1=C/CCCCCCC1,6.57200072,0.59156714,191.5
C1[C@H]2[C@H](CC3C2CC1C3)O,8.38887919,1.50667307,174.36
C[C@H](C[C@H](CCC=C)O)O,6.87322649,0.34911713,198.97
C/C(=C/[C](=O)O)/OC,5.59158839,-0.925174,283.31
C[C@@H](/[C@H]([C@@H](CO)O)O)O,7.91268669,1.04463029,181.97
C[C@H](C1C=CC=C1C)C,5.35975067,-0.1306128,248.98
C[C@H]([C@H]1CCCO1)OC(=C)C,6.68057261,1.18884859,191.55
CC(CCCCCC=O)CC(=O)C,5.81716758,-0.86558191,312.56
C=C/C/1=C/CCCCCC1O,4.92056513,-0.66803005,294.92
C/C(=C/C(C)C)[O-],5.32845802,6.52628624,272.85
C[C@@H]([C@H]([C@H](CC)O)O)O,8.13364001,1.19265813,179.57
C/C(=C/CO)/C=C,5.43213193,-0.62530878,234.78
C=C[C@@]12CCCC[C@H]1COC2=O,6.21390396,-0.67918656,261.22
C/C(=C/OC)/C(=O)C,4.91049706,-1.034018,376.36
C[C@@H]([C@H]1[C@H](O1)C(C)C)O,8.08520443,1.28599186,180.17
CCC/C=C/CCCCCCO,6.72846397,0.62285979,185.26
C[C@@H]([C@@]1(C[C@H](O1)C)O)O,8.36711039,1.35075404,173.24
C1[C@@H](C([C@@H](C1=O)O)O)O,5.27158703,-1.45633272,345.62
C[C@@H](/[C@H]([C@H])[C@@H](CCO)O)O,2.65007929,-2.64926296,1290.92
C[C@@H]([C@@](C)(C=C)OC)O,6.89717217,0.21523901,208.84
C([C@@H]1[C@@H](C1(O)O)CO)O,7.69908034,1.01687507,186.96
C[C@@H](/C=C/O)OC(C)C,6.93907711,0.92082024,207.06
C[C@@H]([C@@]1(CCOC1=O)C)O,6.54016385,-0.14639518,259.96
C[C@@H]1[C@@H](OO1)C,7.44193639,1.78150417,217.44
C=C[CH][CH]1[CH]CCCCC1=C,1.77306876,-2.97552285,692.72
C[C@@H](/[C@H](C[C@H](C)O)O)O,7.54044021,1.04054864,194.24
C[C@@H]1[C@@H](O1)C(=O)C,5.65771112,-1.06775964,319.39
C1CC=C2C(=C1)C#C2,3.32137466,-3.1428705,573.72
C([C@H]1[C@](O1)(CO)CO)OO,7.54778718,0.76490121,190.01
C([C]CF)CC(C(O)O)O,2.26313887,-2.85470601,2939.72
C[C@H](C[C@H](C[C@@H](CO)O)O)O,8.36574984,1.51701325,173.44
C/C(=C/C=C/CO)/C=O,4.43838621,-2.04218555,381.3
C/C(=C/C1CC1)/C=O,4.67376136,-1.84572213,397.01
C[C@@H]([C@@]1(CCOC1=O)C)O,6.82288614,-0.38721253,249.79
C[C@H](CCCC=C(C)C)C=O,5.3796147,-0.8136089,309.03
C/C(=C/CO)/COC,6.51812294,0.1251706,216.65
C1[C@H]([C@@H]2[C@H]([C@H]1O)O2)O,8.18398036,1.22422289,178.35
C[C@@H]([C@@]1(CCOC1=O)C)O,6.78560707,-0.38231455,249.49
C/C(=C/COO)/COO,6.54805504,-0.00925174,217.32
C1[C@@H]([C@@H]([C@H]2[C@@H]1O2)CO)O,8.2150009,1.37197862,174.8
C1[C@H](OC(=O)[C@@H]1F)CO,6.40465307,-1.02558259,270.73
C/C(=C/C1CC1)/CO,6.4081905,0.37333492,197.01
C1[C@H]([C@@H]([C@@H](O1)CO)O)O,7.93853714,0.94667069,183.02
C1[C@H]([C@@H](CO[C@@H]1O)O)O,8.10425213,1.24925701,174.29
C[C@@H]([C@@]12CCCC[C@@H]1O2)O,8.07323159,1.26122985,179.18
C[C@@H]1[C@@H](O1)C=C,6.98751269,0.11374198,208.07
C1[C@@H]([C@H](CO[C@@H]1O)O)O,8.2258853,1.20680785,173.27
C1[C@H](C2CC1C2)O,8.79377887,1.79973554,168.69
C1[C@H]([C@@H]1OCO)CO,8.15459248,1.39510797,173.4
C[C@@H]1[C@H](C1F)C,9.47731919,2.35810526,149.28
C[C@@H]([C@]12CCCC[C@H]1O2)O,8.22779007,1.42558429,175.31
C[C@@H]([C@@]12CCCC[C@@H]1O2)O,8.2530963,1.40082228,174.79
C[C@@H](/[C@H]([C@@H](CC)CO)O)O,7.92792485,1.01932406,180.6
C1[C@H](C=C[C@@H]1O)CO,7.14207117,0.54530844,191.97
C1[C@H](CO[C@@H]1CO)O,7.82561149,1.31537974,179.38
C1[C@H](C[C@H]([C@H]1O)O)O,8.01472794,1.13687558,180.08
C=C[C@@H]1[C@H]2CCCC[C@H]2OC1=O,6.54615027,-0.36870905,256.97
C([C@@]1(CO)OC[C@@H](O1)O)O,7.95976172,1.06095689,176.24
C/C(=C/CC=C=C/CO)O,1.61007487,-2.12136956,5203.45
C[C@@H]1[C@H](C=CC1=O)O,4.94396659,-1.62585725,367.87
C[C@@H]([C@]1(CCCCO1)COC)O,7.46424941,1.36708064,190.96
C[C@@H]1[C@H](C(=O)OC1=O)C,6.13771316,-1.66830641,274.53
C([C@@H]1[C@H]2CCC[C@@H]1O2)O,7.89853697,1.53987049,173.94
C1[C@H](O[C@H]([C@@H]1O)O)CO,7.97908153,1.22286234,174.18
CC[C@H](C=C)O[C@H](C)CCCCO,7.03513194,0.43428756,204.07
C[C@H]([C@H]([C@H](CC=C)OC)O)O,6.87948502,0.49768919,198.96
C1[C@@H]([C@H]1CCO)CCO,8.24357245,1.6381022,177.29
C[C@@H]1[C@@H](OO)OC1,8.52411786,1.45959804,172.33
C[C@@H]1[C@@H](OOO1)C,8.13200735,1.7605517,189.27
C[C@@H]([C@H]([C@@H](CC)OC)O)O,7.28737791,0.76626176,197.12
C1[C@H]([C@@H]2C[C@H]1[C@@H]=C2)O,6.95540371,0.73170379,191.87
C[C@@H]1[C@@H](O1)C(=O)C,5.9510457,-0.9306162,304.14
C1[C@@H]2[C@H]([C@H]1O)C[C@@H]2CO,7.97717676,1.46259125,179.11
C([C@@H]1O[C@@H](C[C@@H]1O)CO)O,7.68384218,1.45143474,185.65
CO[C@@H]([C]1[CH][CH][CH][CH]1)[CH]CCCCCO,0.75156782,-3.96709169,4283.36
C=C[C@@H](CCO)OC1CCCCO1,7.15295557,0.62258768,199.48
C[C@H]([C@H]1C[C@H]1C(C)(C)C)O,8.34915113,1.43592447,172.96
C[C@@H]1[C@@H](C12C=C2)C,1.11265779,-1.36191055,5639.95
C1C2[C@@H](C3C1C3[C@H]2F)F,9.81800091,2.17034936,141.77
C/C(=C/[C]1C[CH][CH][CH]1)C#C,1.85633442,-3.16763251,1041.8
C[C@H](CC[C@H](C)O)[C@H](C)OO,7.71404639,1.12789595,192.84
C[C@@H]1[C@H](OC(O1)C)C,8.99840559,2.29524785,152.95
C[C@H](CO)C(CO)[C@@H](C)CO,8.37064782,1.39184265,174.22
C[C@@H]([C@@]12CCCC[C@@H]1O2)O,8.88520783,2.02749161,162.77
C=C[C@@]12CCCC[C@H]1CCCO2,6.68601481,0.1850348,219.1
C1[C@@H](O1)COCCOC[C@@H]2CO2,8.83622803,1.74095978,160.52
C[C@@H]1[C@H](OCOC1=O)C,6.76057295,-0.62830199,253.1
C[C@H](C[C@@H](CCCC=C)O)O,7.17145905,0.60081888,192.97
C[C@@H]1COC=CO1,6.66587867,1.21333849,201.41
C[C@@H]1[C@H]([C@@H](C=CO1)O)O,6.68220527,0.70612545,196.81
C[C@@H]1[C@H](COC1=O)C=C,6.639484,-0.36081786,251.56
C[C@@H]([C@@](C)(CCO)CO)O,7.79812838,1.06340588,179.15
C[C@@H]1[C@H](C(OC1O)O)O,8.53935602,1.40381549,168.79
C[C@@H]1[C@H]([C@H]1OC)C=C,6.79295404,0.61632915,203.12
C[C@@H]1[C@H](OC(O1)C)C,8.99813348,2.29497574,152.95
C[C@@H]1C[C@]12CC2C,3.00273385,-0.60381209,777.37
C[C@@H]1[C@H]([C@@H]1OC)C(=O)O,6.17608067,-0.55047853,262.04
C[C@@H]([C@@]12CCCC[C@@H]1O2)O,8.32629389,1.4312986,174.15
C[C@@H]1[C@H](C2CC1C2)O,8.77881282,1.8340214,169.39
C[C@@H]1[C@H]([C@@](C1=C)(O)O)O,6.83213788,-0.06285741,210.04
C[C@@H]1C([C@H](O1)C)C=C,6.68683114,0.18449058,212.36
C[C@@H]1C[C@@]1(C)C=O,5.75648705,-1.03918809,322.26
C[C@@H]([C@H](CCO)O)[C@H](C=C)O,6.80084523,0.04435393,209.57
C1=C[O+]=C1,3.10912886,-11.13582964,611.93
C[C@@H]1[C@@H]([C@H]1OC)C(=O)O,6.24356395,-0.62231557,264.26
C[C@@H]1[C@@H](CCO1)O,8.0762248,1.42612851,172.45
C1[C@H](O[C@@H]([C@H]1O)CO)CO,7.79350251,1.38748889,177.89
C[C@@H]1[C@H]([C@H]1OC)C=C,6.95268261,0.5523833,205.38
C[C@@H]1[C@H]([C@H](OC1=O)CO)O,6.49635414,-0.77905093,256.98
C1[C@@H]2C[C@@H]([C@H]1C=CC=C2)O,5.22696099,-0.63047887,248.28
C[C@@H]1[C@H]([C@@H](C(O1)O)O)O,7.13581264,0.43319912,201.55
C[C@@H]1C(=O)[C@H]2[C@@H]1CC2=O,4.93308219,-1.66857852,342.63
C[C@@H]1C[C@@]1(O)O,7.8340469,1.03429011,187.31
C[C@@H]1[C@@H]([C@@H]1C(O)O)C=O,5.68247313,-1.22259023,327.46
C[C@@H]1[C@@H]([C@@H](C(O1)O)O)O,7.73445464,0.70258802,185.5
C[C@H]([C@]1(CCCC[C@@H]1O)C)O,8.14534074,1.25578765,177.93
C1=C=C=C=C1F,2.42967019,-3.89280566,1068.08
C[C@@H]1CC=C(O1)C,6.50315689,1.17850841,199.07
C1[C@@H](CC[C@@H]([C@H]1O)O)CO,8.03214298,1.31456341,176.22
C[C@H]([C@@]1(CCC[C@H]1CC)O)O,7.75595133,0.95973197,190.75
C[C@@H]1[C@H](C[C@H](CO1)O)O,7.6680598,1.23156986,183.87
C[C@@H]1[C@@H](O1)C(C)(C)C,8.85799683,2.06150536,159.51
C[C@@H]1[C@H]([C@H]([C@@H](O1)O)O)O,8.09418406,1.19401868,175.14
C=C[C@@]12CCCC=CCC[C@@H]2C1,6.56465375,0.30938907,210.33
C[C@@H]1[C@H]([C@H](OC1=O)CO)O,6.503429,-0.47809727,255.53
C[C@@H]1C=C([C@H]1O)C,6.34614942,0.18557902,208.54
C[C@@H]1[C@@H](OCCO1)C,8.39377717,1.88517808,169.71
C[C@@H]1[C@H]([C@H](CC(O1)O)O)O,7.6054745,0.9278951,188.32
C[C@@H]1CC(=CC(=C1)C)C,4.92655155,-0.30966118,268.82
C[C@@H]1CC[C@@H]1C,9.59514282,2.05878426,145.36
C[C@@H]1[C@H](O[C]1[C]=CC=C)C,3.09851657,-2.56082721,545.53
C[C@@H]1[C@@H]([C@@](C1=C)(C)O)C,6.8435665,0.22775607,210.62
C1=C(OC(=C1)[O-])[O-],5.35539691,12.52304642,287.3
C[C@@H]1C=C[C@@H](OO1)C=C,6.62778327,-0.21034103,216.01
C1=C(C1=O)C(=O)O,3.60219218,-3.47729369,504.35
COC=C,6.89553951,0.92925565,177.35
C[C@@H]1[C@@H]([C@@H]1OC)C(=O)O,6.23975441,-0.49551231,258.82
C[C@@H]1[C@@H]([C@H]([C@@H](O1)C)O)O,7.18234345,0.59646512,195.98
C[C@@H]1C2=CC=CC2=CO1,4.40192347,-1.31674029,337.54
C[C@@H]1[C@@H](CC(O1)(C)C)O,7.67486255,1.28054966,182.99
C1[C@H]([C@H]([C@H]2[C@@H]1O2)CCO)O,8.12846992,1.43973401,173.96
C=CCCCC1C2CCCOC2O1,7.15975832,0.36326685,184.54
C[C@@H]1[C@H]([C@@]1(C)CO)C=C,6.74860011,0.2068036,204.21
C1=C(O1)C(=C)CO,2.92654305,-1.49796555,484.74
C1C[C@@H]([C@H]2[C@@H]1[C@H](CO2)O)O,7.66452237,1.1646308,181.63
C[C@@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O,7.63404605,0.89442557,187.77
C1=CC2=C(C2=O)OC1,4.46750198,-2.06585912,348.08
C[C@@H]1[C@H](CCC1=O)CO,5.80056887,-0.39020574,309.96
C[C@@H]1CC(=O)O[C@@H]1CO,6.73662727,-0.37632813,254.2
C[C@@H]1[C@@H]([C@@]2([C@H]1O)CC2)O,7.84982928,1.29932525,178.78
C[C@@H]1C=C[C@H](OO1)C,7.14887392,0.21469479,202.93
C[C@@H]1[C@@H]([C@H](OC1=O)CO)O,6.49934735,-0.56680513,257.19
C1=C[C@@H]2[C@@H]1OC=C2,5.23321952,-0.65714565,286.66
C1=C[O+](C=C1)C=O,4.42233172,-8.04221105,350.42
C[C@@H]1C(O1)(C)[C@H](C)O,7.97853731,1.37089018,174.51
C[C@@H]1[C@@H]([C@@H]1C(=O)O)C=C,6.13526417,-0.75047938,264.44
CCC[C@@]1(CCCC[C@H]1COC)O,8.21336824,1.32327093,176.87
C[C@@H]1[C@@H]([C@H]1OC)C=C,6.56574219,0.30367476,213.68
C[C@@H]1C=C[C@@H]1C,6.79513092,0.46204278,177.85
C[C@@H]1[C@@H](OO1)CC=C,6.01852898,0.32680411,237.9
C[C@@H]1C2=CC=CC=C2CO1,5.98505945,-0.29632779,239.96
C[C@@H]1[C@@H](O1)[C@H](C)CC#C,8.15595303,1.33742065,180.48
C[C@@H]1[C@@H](OC(O1)OC)C,9.12602518,1.7932049,150.64
C[C@@H]1C[C@](C1=C)(C)O,6.87186594,0.29279036,217.02
C[C@@H]1C[C@@](C1=O)(C)OC,5.3224716,-0.97823545,339.27
C[C@@H]1[C@H]([C@@](C1=C)(C)O)C,6.97309086,0.38394721,205.25
C1=CC1C2=CC=C2F,2.73225651,-1.80844306,681.39
C[C@@H]1[C@@H](C1(C)C)C#C,7.9918707,1.43157071,191.97
C[C@@H]1COC(=O)C1(C)C,6.81036908,-0.28381073,249.82
C[C@@H]1[C@H](O[C@@H](CO1)C=C)C,6.6258785,0.26503514,216.98
C[C@@H]1[C@H](C1=C)C(C)(C)O,7.02343121,0.53904991,215.45
C[C@@H]1CCC[C@@]1(C#C)O,8.19976274,1.07020863,185.55
C[C@@H]1C=C[C@@](O1)(C)O,7.18506455,0.37660024,195.74
C[C@@H]1[C@@H](C[C@@H]1C)C,9.32276071,1.9537498,149.63
C[C@@H]1[C@H]([C@@]1(C)C)[C@H](C)O,8.32330068,1.81878324,174.7
C[C@@H]1[C@@H]([C@H]1CC=C)O,6.98451948,0.69986692,194.66
C[C@@H]1[C@H]([C@@H]1C(C)C)CO,8.50507016,1.77987151,172.74
C[C@@H]1[C@@H](C[C@@H](O1)OC)CO,7.80084948,1.2136106,176.03
C[C@@H]1[C@H]([C@@H]1C(C)C)CO,8.29772234,1.56381617,176.07
C[C@@H]1[C@@H]([C@@H]([C@H](CO1)O)O)O,7.52220884,0.91945969,189.15
C[C@@H]1[C@@H]([C@H]1OC)C(=O)O,6.14723701,-0.66748583,270.33
C[C@@H]1[C@H]([C@@](C1=C)(C)O)C,6.97227453,0.38340299,205.26
C1=C2C1C=C(C=C2)F,4.22967784,-1.55320388,339.31
C[C@@H]1[C@@H]([C@@]12C(C2)OC)O,3.80355358,-0.58313173,512.44
C[C@@H]1[C@H](C1=CCCOC)C,6.92574372,0.73143168,214.4
C[C@@H]1C(=CC(=O)O1)C,5.66777919,-1.32844102,292.42
C[C@@H]1C[C@@](C1=C)(C)O,6.86669585,0.29279036,216.68
C[C@@H]1C(OO1)OCC,7.4095553,1.34313496,216.12
C[C@@H]1[C@@H](C(CO1)(C)C)O,7.46043987,1.13578714,188.54
C1=[C]2C1O2,4.01607149,-2.49824191,479.52
C1=C2C1C=C(C=C2)O,4.22069821,-1.25306655,343.21
C[C@@H]1[C@@H](O1)[C@@H](C(C)C)O,8.11078277,1.32544781,178.48
C[C@@H]1[C@@H]([C@@H]1C)CC=C,7.10615265,0.6204108,186.94
C[C@@H]1C2[C@@H](C1O)CCC2,8.34343682,1.74993941,176.41
C[C@@H]1C([C@H](OCO1)C)O,7.69418236,0.95129656,184.19
C[C@@H]1C=C[C@](O1)(C)C,6.87839658,0.62666933,205.25
C[C@@H]1C=CC(=O)[C@@H]1CCO,5.0285928,-1.47782941,358.22
C[C@@H]1[C@H]([C@@H]([C@H](C1)O)O)CO,7.75649555,1.17633153,182.95
C[C@@H]1C=CC(=O)O[C@H]1C,5.52573777,-1.59102717,307.35
C[C@@H]1[C@H]([C@H]2CCC[C@@H]2O1)O,8.20384439,1.31537974,176.05
C/C/C(CC=C)C/C=C/OC,6.1905025,0.64952657,220.17
C[C@@H]1[C@H]([C@H](C[C@H](O1)O)O)O,7.59350166,0.95537821,189.36
C[C@@H]1C=C[C@H]1[C@@H](C)O,6.66996032,0.50421983,190.25
C[C@@H]1[C@@H]([C@H]1C(C)C)C=O,5.75730338,-0.9578272,321.85
CO[C@@H]1C=CC(=O)O1,5.54124804,-1.91701495,305.16
C[C@@H]1[C@H](O1)[C@H](CCCCO)O,8.32411701,1.51402004,173.97
C[C@@H]1[C@@H](C[C@H](O1)CO)O,7.94234668,1.44272722,176.47
C[C@@H]([C@]1(CCCCO1)COC)O,7.84982928,1.36680853,177.86
C1[C@@H]2[C@H](CCCO[C@H]2OO)OC1,7.44193639,1.03918809,181.22
C[C@@H]1[C@H](CC[C@@H](O1)OC)O,8.13581689,1.51755747,173.29
C[C@@H]1C2(O1)CCCC=C2,6.77880432,0.33088576,205.78
C[C@@H]1CO[C@@](O1)(C)C=C,7.11866971,0.34775658,204.69
C[C@@H]1[C@@H]([C@H]2CCC[C@H]2O1)O,7.73363831,1.2734748,182.07
C[C@@H]1[C@H](C[C@@H](OO1)CO)OC,8.38887919,1.70694603,171.28
C[C@@H]1C[C@]1(C(=O)OC)O,5.99539963,-0.86231659,279.85
C[C@@H]1[C@@H]([C@H]2OC[C@@H]1O2)C,8.81119391,2.02830794,158.33
C[C@@H]1CC[C@H]1C(=O)OC,6.65227317,-0.35591988,255.54
C[C@@H]1[C@@H](COCO1)OC(=O)C,6.34070722,-0.60299576,249.68
C[C@@H]1[C@@H]([C@@H]2CC[C@H]1C2)C,9.32303282,1.85606231,147.95
C[C@@H]1[C@@H](C[C@H]([C@H]1O)C=O)C=O,5.5564862,-1.33252267,321.66
C[C@@H]1[C@@H]([C@H]1C(C)(C)C)C,8.91486782,2.14939689,155.91
C[C@@H]1C=C[C@@H](C[C@H]1O)C,7.00764883,0.48000204,191.43
C1=C[C@H]([C@@H](C=C1)O)O,5.10559993,-0.89279291,258.79
C1C23C1(C2)C3,7.56873965,0.86911934,162.2
C[C@@H]1[C@@H](C([C@@H](CO1)O)O)O,7.78969297,1.29361094,182.28
